t_rec,ts_epoch,count,dt,pps,position,current,is_left,angle_forward,angle_abduction,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,state_servo,state_gait
0.020004000000000133,1760522891.519047,71913.0,20004.0,45.0,8.200691223144531,6.387192115653306e-06,0,-5.571809768676758,11.206724166870117,-0.12996654212474823,-0.9713810682296753,0.19881506264209747,-0.7779150009155273,0.8577918410301208,-2.079324722290039,0,3
0.04000400000000326,1760522891.5376582,71914.0,20000.0,45.0,8.200691223144531,5.748472631239565e-06,0,-5.580721378326416,11.190281867980957,-0.13005352020263672,-0.9715198874473572,0.19807857275009155,-1.162480115890503,0.5527067184448242,-1.6400361061096191,0,3
0.06000800000000339,1760522891.555934,71915.0,20004.0,45.0,8.200691223144531,5.173625140741933e-06,0,-5.5978193283081055,11.166230201721191,-0.13083235919475555,-0.9716979265213013,0.19668792188167572,-1.4850260019302368,0.2635880708694458,-1.257900595664978,0,3
0.08002000000000464,1760522891.567963,71916.0,20012.0,45.0,8.200691223144531,4.65626271761721e-06,0,-5.621609687805176,11.13545036315918,-0.13216784596443176,-0.9718406200408936,0.19508317112922668,-1.758397102355957,0.004368424415588379,-0.9767643809318542,0,3
0.10002800000000178,1760522891.625411,71918.0,20008.0,45.0,8.200691223144531,3.771572664845735e-06,0,-5.67907190322876,11.058798789978027,-0.13538908958435059,-0.9719883799552917,0.19211561977863312,-2.1419878005981445,-0.466248482465744,-0.8253937363624573,0,3
0.12003599999999892,1760522891.6795242,71919.0,20008.0,45.0,7.993080139160156,3.394415216462221e-06,0,-5.707573890686035,11.016047477722168,-0.13699010014533997,-0.972102165222168,0.19039741158485413,-2.2045865058898926,-0.7430737018585205,-0.9359456300735474,0,3
0.1400560000000013,1760522891.689616,71920.0,20020.0,45.0,8.200691223144531,3.0549736038665287e-06,0,-5.734230041503906,10.972860336303711,-0.1387053281068802,-0.9722622632980347,0.18832628428936005,-2.1486973762512207,-1.0576258897781372,-1.1008057594299316,0,3
0.16005600000000442,1760522891.691029,71921.0,20000.0,45.0,8.200691223144531,2.7494761525304057e-06,0,-5.759663105010986,10.931307792663574,-0.14061196148395538,-0.9724612236022949,0.18586933612823486,-1.964660882949829,-1.3571417331695557,-1.2466459274291992,0,3
0.18006400000000156,1760522891.725618,71922.0,20008.0,45.0,8.200691223144531,2.47452840085316e-06,0,-5.785569667816162,10.893513679504395,-0.14267387986183167,-0.972662091255188,0.18322841823101044,-1.6598130464553833,-1.5542982816696167,-1.3161804676055908,0,3
0.2000719999999987,1760522891.73469,71923.0,20008.0,45.0,8.200691223144531,2.2270755835052114e-06,0,-5.813695430755615,10.861806869506836,-0.14467673003673553,-0.9727908968925476,0.18095985054969788,-1.2546859979629517,-1.5567474365234375,-1.2932183742523193,0,3
0.22007200000000182,1760522891.7359302,71924.0,20000.0,45.0,8.200691223144531,2.0043680706294253e-06,0,-5.844746112823486,10.83818244934082,-0.14630524814128876,-0.972832977771759,0.1794172078371048,-0.7846215963363647,-1.3037145137786865,-1.2106621265411377,0,3
0.24008800000000008,1760522891.78319,71925.0,20016.0,45.0,8.200691223144531,1.8039312408291153e-06,0,-5.878060340881348,10.823390007019043,-0.14737683534622192,-0.9728443026542664,0.17847666144371033,-0.30331993103027344,-0.8198855519294739,-1.1263489723205566,0,3
0.26010000000000133,1760522891.796746,71926.0,20012.0,45.0,8.200691223144531,1.6235380826401524e-06,0,-5.911985874176025,10.816793441772461,-0.14786532521247864,-0.9728604555130005,0.17798404395580292,0.12860313057899475,-0.22794467210769653,-1.0897250175476074,0,3
0.28010799999999847,1760522891.804283,71927.0,20008.0,45.0,8.200691223144531,1.461184183426667e-06,0,-5.944392681121826,10.817025184631348,-0.14783544838428497,-0.9728559255599976,0.17803362011909485,0.46725672483444214,0.3215214014053345,-1.1308739185333252,0,3
0.3001119999999986,1760522891.839278,71928.0,20004.0,45.0,8.200691223144531,1.3150656741345301e-06,0,-5.973154067993164,10.822649955749512,-0.14743787050247192,-0.9727784991264343,0.1787852644920349,0.6981245875358582,0.7289212346076965,-1.261123538017273,0,3
0.32012399999999985,1760522891.848455,71929.0,20012.0,45.0,8.200691223144531,1.1835591067210771e-06,0,-5.996756076812744,10.832084655761719,-0.14690347015857697,-0.9726137518882751,0.180116206407547,0.8191717863082886,0.9654513001441956,-1.4650770425796509,0,3
0.340128,1760522891.849738,71930.0,20004.0,45.0,8.200691223144531,1.0652031505742343e-06,0,-6.014875411987305,10.843015670776367,-0.14647188782691956,-0.9724047183990479,0.1815902292728424,0.8172096014022827,1.0513157844543457,-1.697212815284729,0,3
0.36014000000000124,1760522891.896929,71931.0,20012.0,45.0,8.200691223144531,9.586827900420758e-07,0,-6.028491497039795,10.852513313293457,-0.14628897607326508,-0.9721892476081848,0.18288683891296387,0.677586555480957,1.0347192287445068,-1.899613618850708,0,3
0.3801479999999984,1760522891.915571,71932.0,20008.0,45.0,8.200691223144531,8.628144883005007e-07,0,-6.039601802825928,10.858041763305664,-0.14641374349594116,-0.971967339515686,0.1839635968208313,0.41979819536209106,0.9766284823417664,-2.022895336151123,0,3
0.4001599999999996,1760522891.916814,71933.0,20012.0,45.0,8.200691223144531,7.765329996800574e-07,0,-6.050728797912598,10.858473777770996,-0.14684981107711792,-0.9717361330986023,0.18483507633209229,0.11224365234375,0.9344555735588074,-2.038386821746826,0,3
0.42016399999999976,1760522891.9417999,71934.0,20004.0,45.0,8.408304214477539,6.988796599216585e-07,0,-6.064205646514893,10.854490280151367,-0.14750312268733978,-0.9715030789375305,0.18553860485553741,-0.15602286159992218,0.9577658772468567,-1.9476500749588013,0,3
0.4401640000000029,1760522892.02057,71936.0,20000.0,45.0,8.200691223144531,5.660925239681092e-07,0,-6.103297233581543,10.841041564941406,-0.1490006148815155,-0.9710521697998047,0.18669918179512024,-0.3931649327278137,1.268052101135254,-1.5878113508224487,0,3
0.46017600000000414,1760522892.033087,71937.0,20012.0,45.0,8.408304214477539,5.094832431495888e-07,0,-6.12849760055542,10.83431339263916,-0.14951489865779877,-0.9709158539772034,0.18699631094932556,-0.4050029218196869,1.4822819232940674,-1.4194961786270142,0,3
0.4801840000000013,1760522892.034524,71938.0,20008.0,45.0,8.200691223144531,0.004883272107690573,0,-6.1551666259765625,10.827800750732422,-0.14960789680480957,-0.9708946943283081,0.18703190982341766,-0.4031664729118347,1.6579501628875732,-1.3244967460632324,0,3
0.5001840000000044,1760522892.035776,71939.0,20000.0,45.0,8.200691223144531,0.004394944757223129,0,-6.180890083312988,10.821308135986328,-0.1492551863193512,-0.9709687232971191,0.1869295835494995,-0.40201157331466675,1.738905906677246,-1.3241398334503174,0,3
0.5201840000000075,1760522892.0754292,71940.0,20000.0,45.0,8.408304214477539,0.003955450374633074,0,-6.203698635101318,10.814844131469727,-0.14856930077075958,-0.9710968732833862,0.1868101805448532,-0.3988345265388489,1.6919066905975342,-1.4050904512405396,0,3
0.5402040000000099,1760522892.100766,71941.0,20020.0,45.0,8.200691223144531,0.0035599053371697664,0,-6.2225823402404785,10.808483123779297,-0.1476810872554779,-0.9712581038475037,0.18667595088481903,-0.3905733823776245,1.5338078737258911,-1.5283546447753906,0,3
0.560212000000007,1760522892.101985,71942.0,20008.0,45.0,8.200691223144531,0.0032039147336035967,0,-6.237687110900879,10.802323341369629,-0.14676064252853394,-0.9714360237121582,0.1864762157201767,-0.37323421239852905,1.3245071172714233,-1.6461368799209595,0,3
0.5802200000000042,1760522892.131645,71943.0,20008.0,45.0,8.408304214477539,0.0028835232369601727,0,-6.250184059143066,10.796653747558594,-0.14603358507156372,-0.9716017246246338,0.1861831396818161,-0.33570653200149536,1.1263350248336792,-1.719517469406128,0,3
0.6002360000000024,1760522892.149819,71944.0,20016.0,45.0,8.200691223144531,0.0025951708666980267,0,-6.261713981628418,10.791982650756836,-0.14562827348709106,-0.9717437028884888,0.1857595294713974,-0.2643662095069885,0.9750592708587646,-1.7310266494750977,0,3
0.6202360000000056,1760522892.1509278,71945.0,20000.0,45.0,8.200691223144531,0.002335653640329838,0,-6.273743629455566,10.788795471191406,-0.14555466175079346,-0.9718647599220276,0.1851830780506134,-0.15859870612621307,0.877731442451477,-1.6883596181869507,0,3
0.6402360000000087,1760522892.19524,71947.0,20000.0,45.0,8.408304214477539,0.001891879364848137,0,-6.302829265594482,10.786526679992676,-0.14647138118743896,-0.9719552993774414,0.18398092687129974,0.036462754011154175,0.7668665647506714,-1.5351816415786743,0,3
0.6602400000000088,1760522892.222985,71948.0,20004.0,45.0,8.408304214477539,0.0017026914283633232,0,-6.320677280426025,10.7855863571167,-0.14746400713920593,-0.9718888401985168,0.1835387647151947,0.04620691388845444,0.7077493667602539,-1.4616541862487793,0,3
0.680244000000009,1760522892.2356749,71949.0,20004.0,45.0,8.200691223144531,0.0015324222622439265,0,-6.340901851654053,10.783291816711426,-0.14873141050338745,-0.9717390537261963,0.18330900371074677,-0.012104131281375885,0.6443470120429993,-1.3980332612991333,0,3
0.7002520000000061,1760522892.252112,71950.0,20008.0,45.0,8.200691223144531,0.0013791800010949373,0,-6.363437175750732,10.779695510864258,-0.15014654397964478,-0.9714869260787964,0.1834915578365326,-0.09429449588060379,0.6020752191543579,-1.3449784517288208,0,3
0.7202720000000085,1760522892.36515,71952.0,20020.0,45.0,8.200691223144531,0.0011171357473358512,0,-6.4133782386779785,10.774459838867188,-0.1528584063053131,-0.9707103967666626,0.18535281717777252,-0.1208571121096611,0.690589189529419,-1.3127517700195312,0,3
0.7402800000000056,1760522892.390913,71953.0,20008.0,45.0,8.200691223144531,0.0010054220911115408,0,-6.438637733459473,10.775467872619629,-0.15388229489326477,-0.9702948331832886,0.18667666614055634,-0.06659723818302155,0.7993211150169373,-1.362593173980713,0,3
0.760300000000008,1760522892.392554,71954.0,20020.0,45.0,8.408304214477539,0.0009048798820003867,0,-6.4623823165893555,10.777986526489258,-0.15457406640052795,-0.9699591994285583,0.1878458857536316,-0.06027727574110031,0.8947998285293579,-1.4578800201416016,0,3
0.7803080000000051,1760522892.394104,71955.0,20008.0,45.0,7.993080139160156,0.0008143918821588159,0,-6.483771800994873,10.779064178466797,-0.15494763851165771,-0.9697508811950684,0.18861204385757446,-0.17802809178829193,0.9514536261558533,-1.577723741531372,0,3
0.8003240000000034,1760522892.396895,71956.0,20016.0,45.0,8.408304214477539,0.0007329526706598699,0,-6.502678394317627,10.775343894958496,-0.15504351258277893,-0.9696858525276184,0.18886755406856537,-0.43731439113616943,0.9698666334152222,-1.6888471841812134,0,3
